national_ref;way_id;osm_link;name;highway_tag;speed_limit;
V94160_324;5530426113;"https://www.openstreetmap.org/way/5530426113";null;null;null;
V94160_325;5530426114;"https://www.openstreetmap.org/way/5530426114";null;null;null;
V94160_326;5730846604;"https://www.openstreetmap.org/way/5730846604";null;null;null;
V94160_327;5730846605;"https://www.openstreetmap.org/way/5730846605";null;null;null;
V94160_328;5738362152;"https://www.openstreetmap.org/way/5738362152";null;null;null;
V94160_329;6379464518;"https://www.openstreetmap.org/way/6379464518";null;null;null;
V94160_330;6524901053;"https://www.openstreetmap.org/way/6524901053";null;null;null;
V94160_331;8529438283;"https://www.openstreetmap.org/way/8529438283";null;null;null;
V94160_332;269269838;"https://www.openstreetmap.org/way/269269838";null;null;null;
V94160_333;269269839;"https://www.openstreetmap.org/way/269269839";null;null;null;
V94160_334;269269840;"https://www.openstreetmap.org/way/269269840";null;null;null;
V94160_335;1555391469;"https://www.openstreetmap.org/way/1555391469";null;null;null;
V94160_336;243894708;"https://www.openstreetmap.org/way/243894708";null;null;null;
V94160_337;243894709;"https://www.openstreetmap.org/way/243894709";null;null;null;
V94160_338;246552633;"https://www.openstreetmap.org/way/246552633";null;null;null;
V94160_339;246552636;"https://www.openstreetmap.org/way/246552636";null;null;null;
V94160_340;246552959;"https://www.openstreetmap.org/way/246552959";null;null;null;
V94160_341;246553028;"https://www.openstreetmap.org/way/246553028";null;null;null;
V94160_342;246553029;"https://www.openstreetmap.org/way/246553029";null;null;null;
V94160_343;246553072;"https://www.openstreetmap.org/way/246553072";null;null;null;
V94160_344;246553124;"https://www.openstreetmap.org/way/246553124";null;null;null;
V94160_345;246553142;"https://www.openstreetmap.org/way/246553142";null;null;null;
V94160_346;246553197;"https://www.openstreetmap.org/way/246553197";null;null;null;
V94160_347;246553198;"https://www.openstreetmap.org/way/246553198";null;null;null;
V94160_348;246553199;"https://www.openstreetmap.org/way/246553199";null;null;null;
V94160_349;246553254;"https://www.openstreetmap.org/way/246553254";null;null;null;
V94160_350;283330194;"https://www.openstreetmap.org/way/283330194";null;null;null;
V94160_351;283330195;"https://www.openstreetmap.org/way/283330195";null;null;null;
V94160_352;332206202;"https://www.openstreetmap.org/way/332206202";null;null;null;
V94160_353;332207841;"https://www.openstreetmap.org/way/332207841";null;null;null;
V94160_354;332207965;"https://www.openstreetmap.org/way/332207965";null;null;null;
V94160_355;332208520;"https://www.openstreetmap.org/way/332208520";null;null;null;
V94160_356;332209106;"https://www.openstreetmap.org/way/332209106";null;null;null;
V94160_357;332209107;"https://www.openstreetmap.org/way/332209107";null;null;null;
V94160_358;355528412;"https://www.openstreetmap.org/way/355528412";null;null;null;
V94160_359;355538403;"https://www.openstreetmap.org/way/355538403";null;null;null;
V94160_360;556465233;"https://www.openstreetmap.org/way/556465233";null;null;null;
V94160_361;556465262;"https://www.openstreetmap.org/way/556465262";null;null;null;
V94160_362;556465333;"https://www.openstreetmap.org/way/556465333";null;null;null;
V94160_363;556465351;"https://www.openstreetmap.org/way/556465351";null;null;null;
V94160_364;556465378;"https://www.openstreetmap.org/way/556465378";null;null;null;
V94160_365;556465446;"https://www.openstreetmap.org/way/556465446";null;null;null;
V94160_366;556465529;"https://www.openstreetmap.org/way/556465529";null;null;null;
V94160_367;556465600;"https://www.openstreetmap.org/way/556465600";null;null;null;
V94160_368;556465625;"https://www.openstreetmap.org/way/556465625";null;null;null;
V94160_369;624420006;"https://www.openstreetmap.org/way/624420006";null;null;null;
V94160_370;624420017;"https://www.openstreetmap.org/way/624420017";null;null;null;
V94160_371;624420037;"https://www.openstreetmap.org/way/624420037";null;null;null;
V94160_372;624420047;"https://www.openstreetmap.org/way/624420047";null;null;null;
V94160_373;624420056;"https://www.openstreetmap.org/way/624420056";null;null;null;
V94160_374;624420064;"https://www.openstreetmap.org/way/624420064";null;null;null;
V94160_375;632680538;"https://www.openstreetmap.org/way/632680538";null;null;null;
V94160_376;632680553;"https://www.openstreetmap.org/way/632680553";null;null;null;
V94160_377;1307776975;"https://www.openstreetmap.org/way/1307776975";null;null;null;
V94160_378;1307776977;"https://www.openstreetmap.org/way/1307776977";null;null;null;
V94160_379;1307776985;"https://www.openstreetmap.org/way/1307776985";null;null;null;
V94160_380;1307776988;"https://www.openstreetmap.org/way/1307776988";null;null;null;
V94160_381;1307787157;"https://www.openstreetmap.org/way/1307787157";null;null;null;
V94160_382;1307787159;"https://www.openstreetmap.org/way/1307787159";null;null;null;
V94160_383;1307787160;"https://www.openstreetmap.org/way/1307787160";null;null;null;
V94160_384;1307787162;"https://www.openstreetmap.org/way/1307787162";null;null;null;
V94160_385;1437838341;"https://www.openstreetmap.org/way/1437838341";null;null;null;
V94160_386;1612072996;"https://www.openstreetmap.org/way/1612072996";null;null;null;
V94160_387;1612339812;"https://www.openstreetmap.org/way/1612339812";null;null;null;
V94160_388;1612339817;"https://www.openstreetmap.org/way/1612339817";null;null;null;
V94160_389;1612339822;"https://www.openstreetmap.org/way/1612339822";null;null;null;
V94160_390;1612339865;"https://www.openstreetmap.org/way/1612339865";null;null;null;
V94160_391;1612339976;"https://www.openstreetmap.org/way/1612339976";null;null;null;
V94160_392;1612339988;"https://www.openstreetmap.org/way/1612339988";null;null;null;
V94160_393;1612340004;"https://www.openstreetmap.org/way/1612340004";null;null;null;
V94160_394;1612340034;"https://www.openstreetmap.org/way/1612340034";null;null;null;
V94160_395;1613385350;"https://www.openstreetmap.org/way/1613385350";null;null;null;
V94160_396;1741939411;"https://www.openstreetmap.org/way/1741939411";null;null;null;
V94160_397;1829166808;"https://www.openstreetmap.org/way/1829166808";null;null;null;
V94160_398;2109872082;"https://www.openstreetmap.org/way/2109872082";null;null;null;
V94160_399;2109872085;"https://www.openstreetmap.org/way/2109872085";null;null;null;
V94160_400;2109872087;"https://www.openstreetmap.org/way/2109872087";null;null;null;
V94160_401;2109872089;"https://www.openstreetmap.org/way/2109872089";null;null;null;
V94160_402;2670591256;"https://www.openstreetmap.org/way/2670591256";null;null;null;
V94160_403;3028138312;"https://www.openstreetmap.org/way/3028138312";null;null;null;
V94160_404;4565173240;"https://www.openstreetmap.org/way/4565173240";null;null;null;
V94160_405;4565173242;"https://www.openstreetmap.org/way/4565173242";null;null;null;
V94160_406;4565173243;"https://www.openstreetmap.org/way/4565173243";null;null;null;
V94160_407;4565173244;"https://www.openstreetmap.org/way/4565173244";null;null;null;
V94160_408;4565173245;"https://www.openstreetmap.org/way/4565173245";null;null;null;
V94160_409;4565173246;"https://www.openstreetmap.org/way/4565173246";null;null;null;
V94160_410;4565173247;"https://www.openstreetmap.org/way/4565173247";null;null;null;
V94160_411;4565173248;"https://www.openstreetmap.org/way/4565173248";null;null;null;
V94160_412;4565173249;"https://www.openstreetmap.org/way/4565173249";null;null;null;
V94160_413;4565173250;"https://www.openstreetmap.org/way/4565173250";null;null;null;
V94160_414;4565173251;"https://www.openstreetmap.org/way/4565173251";null;null;null;
V94160_415;4565173252;"https://www.openstreetmap.org/way/4565173252";null;null;null;
V94160_416;4565173253;"https://www.openstreetmap.org/way/4565173253";null;null;null;
V94160_417;4565173254;"https://www.openstreetmap.org/way/4565173254";null;null;null;
V94160_418;4565173255;"https://www.openstreetmap.org/way/4565173255";null;null;null;
V94160_419;5484599403;"https://www.openstreetmap.org/way/5484599403";null;null;null;
V94160_420;5484599404;"https://www.openstreetmap.org/way/5484599404";null;null;null;
V94160_421;5686023014;"https://www.openstreetmap.org/way/5686023014";null;null;null;
V94160_422;6521816975;"https://www.openstreetmap.org/way/6521816975";null;null;null;
V94160_423;6521832072;"https://www.openstreetmap.org/way/6521832072";null;null;null;
V94160_424;6521832073;"https://www.openstreetmap.org/way/6521832073";null;null;null;
V94160_425;6521836058;"https://www.openstreetmap.org/way/6521836058";null;null;null;
V94160_426;6521842369;"https://www.openstreetmap.org/way/6521842369";null;null;null;
V94160_427;6521842370;"https://www.openstreetmap.org/way/6521842370";null;null;null;
V94160_428;6521851124;"https://www.openstreetmap.org/way/6521851124";null;null;null;
V94160_429;6521855202;"https://www.openstreetmap.org/way/6521855202";null;null;null;
V94160_430;6521859060;"https://www.openstreetmap.org/way/6521859060";null;null;null;
V94160_431;6521859455;"https://www.openstreetmap.org/way/6521859455";null;null;null;
V94160_432;6521862496;"https://www.openstreetmap.org/way/6521862496";null;null;null;
V94160_433;6521867388;"https://www.openstreetmap.org/way/6521867388";null;null;null;
V94160_434;6521870574;"https://www.openstreetmap.org/way/6521870574";null;null;null;
V94160_435;6620315762;"https://www.openstreetmap.org/way/6620315762";null;null;null;
V94160_436;6620322153;"https://www.openstreetmap.org/way/6620322153";null;null;null;
V94160_437;6620336095;"https://www.openstreetmap.org/way/6620336095";null;null;null;
V94160_438;6620351735;"https://www.openstreetmap.org/way/6620351735";null;null;null;
V94160_439;6620351736;"https://www.openstreetmap.org/way/6620351736";null;null;null;
V94160_440;6620353649;"https://www.openstreetmap.org/way/6620353649";null;null;null;
V94160_441;6620355794;"https://www.openstreetmap.org/way/6620355794";null;null;null;
V94160_442;6953817445;"https://www.openstreetmap.org/way/6953817445";null;null;null;
V94160_443;7267385075;"https://www.openstreetmap.org/way/7267385075";null;null;null;
V94160_444;7267385077;"https://www.openstreetmap.org/way/7267385077";null;null;null;
V94160_445;7267385080;"https://www.openstreetmap.org/way/7267385080";null;null;null;
V94160_446;7267385081;"https://www.openstreetmap.org/way/7267385081";null;null;null;
V94160_447;8109032492;"https://www.openstreetmap.org/way/8109032492";null;null;null;
V94160_448;8109032493;"https://www.openstreetmap.org/way/8109032493";null;null;null;
V94160_449;8109032494;"https://www.openstreetmap.org/way/8109032494";null;null;null;
V94160_450;8109032495;"https://www.openstreetmap.org/way/8109032495";null;null;null;
V94160_451;8109032496;"https://www.openstreetmap.org/way/8109032496";null;null;null;
V94160_452;8194889282;"https://www.openstreetmap.org/way/8194889282";null;null;null;
V94160_453;8194889283;"https://www.openstreetmap.org/way/8194889283";null;null;null;
V94160_454;8194889284;"https://www.openstreetmap.org/way/8194889284";null;null;null;
V94160_455;8194889285;"https://www.openstreetmap.org/way/8194889285";null;null;null;
V94160_456;9244649933;"https://www.openstreetmap.org/way/9244649933";null;null;null;
V94160_457;9244649934;"https://www.openstreetmap.org/way/9244649934";null;null;null;
V94160_458;9244649935;"https://www.openstreetmap.org/way/9244649935";null;null;null;
V94160_459;9244649936;"https://www.openstreetmap.org/way/9244649936";null;null;null;
V94160_460;9706856372;"https://www.openstreetmap.org/way/9706856372";null;null;null;
V94160_461;9706856373;"https://www.openstreetmap.org/way/9706856373";null;null;null;
V94160_462;17975364;"https://www.openstreetmap.org/way/17975364";null;null;null;
V94160_463;243894710;"https://www.openstreetmap.org/way/243894710";null;null;null;
V94160_464;243895219;"https://www.openstreetmap.org/way/243895219";null;null;null;
V94160_465;243895222;"https://www.openstreetmap.org/way/243895222";null;null;null;
V94160_466;243895223;"https://www.openstreetmap.org/way/243895223";null;null;null;
V94160_467;243895224;"https://www.openstreetmap.org/way/243895224";null;null;null;
V94160_468;243895225;"https://www.openstreetmap.org/way/243895225";null;null;null;
V94160_469;243895226;"https://www.openstreetmap.org/way/243895226";null;null;null;
V94160_470;246552574;"https://www.openstreetmap.org/way/246552574";null;null;null;
V94160_471;246552586;"https://www.openstreetmap.org/way/246552586";null;null;null;
V94160_472;246552587;"https://www.openstreetmap.org/way/246552587";null;null;null;
V94160_473;246552588;"https://www.openstreetmap.org/way/246552588";null;null;null;
V94160_474;246552589;"https://www.openstreetmap.org/way/246552589";null;null;null;
V94160_475;246552590;"https://www.openstreetmap.org/way/246552590";null;null;null;
V94160_476;246552593;"https://www.openstreetmap.org/way/246552593";null;null;null;
V94160_477;246552595;"https://www.openstreetmap.org/way/246552595";null;null;null;
V94160_478;246552596;"https://www.openstreetmap.org/way/246552596";null;null;null;
V94160_479;246552597;"https://www.openstreetmap.org/way/246552597";null;null;null;
V94160_480;246552599;"https://www.openstreetmap.org/way/246552599";null;null;null;
V94160_481;246552601;"https://www.openstreetmap.org/way/246552601";null;null;null;
V94160_482;246552602;"https://www.openstreetmap.org/way/246552602";null;null;null;
V94160_483;246552637;"https://www.openstreetmap.org/way/246552637";null;null;null;
V94160_484;246553141;"https://www.openstreetmap.org/way/246553141";null;null;null;
V94160_485;246553188;"https://www.openstreetmap.org/way/246553188";null;null;null;
V94160_486;246553195;"https://www.openstreetmap.org/way/246553195";null;null;null;
V94160_487;258057166;"https://www.openstreetmap.org/way/258057166";null;null;null;
V94160_488;258057167;"https://www.openstreetmap.org/way/258057167";null;null;null;
V94160_489;258057168;"https://www.openstreetmap.org/way/258057168";null;null;null;
V94160_490;276661268;"https://www.openstreetmap.org/way/276661268";null;null;null;
V94160_491;276661270;"https://www.openstreetmap.org/way/276661270";null;null;null;
V94160_492;276661271;"https://www.openstreetmap.org/way/276661271";null;null;null;
V94160_493;333695347;"https://www.openstreetmap.org/way/333695347";null;null;null;
V94160_494;429171978;"https://www.openstreetmap.org/way/429171978";null;null;null;
V94160_495;429171991;"https://www.openstreetmap.org/way/429171991";null;null;null;
V94160_496;442357226;"https://www.openstreetmap.org/way/442357226";null;null;null;
V94160_497;442357227;"https://www.openstreetmap.org/way/442357227";null;null;null;
V94160_498;1083692555;"https://www.openstreetmap.org/way/1083692555";null;null;null;
V94160_499;1083692586;"https://www.openstreetmap.org/way/1083692586";null;null;null;
V94160_500;1083692589;"https://www.openstreetmap.org/way/1083692589";null;null;null;
V94160_501;1083692593;"https://www.openstreetmap.org/way/1083692593";null;null;null;
V94160_502;1244401798;"https://www.openstreetmap.org/way/1244401798";null;null;null;
V94160_503;1258726762;"https://www.openstreetmap.org/way/1258726762";null;null;null;
V94160_504;1258726766;"https://www.openstreetmap.org/way/1258726766";null;null;null;
V94160_505;1307765963;"https://www.openstreetmap.org/way/1307765963";null;null;null;
V94160_506;1307783799;"https://www.openstreetmap.org/way/1307783799";null;null;null;
V94160_507;1482577103;"https://www.openstreetmap.org/way/1482577103";null;null;null;
V94160_508;1482577146;"https://www.openstreetmap.org/way/1482577146";null;null;null;
V94160_509;1482577186;"https://www.openstreetmap.org/way/1482577186";null;null;null;
V94160_510;1613339051;"https://www.openstreetmap.org/way/1613339051";null;null;null;
V94160_511;1613339346;"https://www.openstreetmap.org/way/1613339346";null;null;null;
V94160_512;1613339406;"https://www.openstreetmap.org/way/1613339406";null;null;null;
V94160_513;1613692150;"https://www.openstreetmap.org/way/1613692150";null;null;null;
V94160_514;1635179342;"https://www.openstreetmap.org/way/1635179342";null;null;null;
V94160_515;1640661831;"https://www.openstreetmap.org/way/1640661831";null;null;null;
V94160_516;1640661866;"https://www.openstreetmap.org/way/1640661866";null;null;null;
V94160_517;1658998810;"https://www.openstreetmap.org/way/1658998810";null;null;null;
V94160_518;1658998813;"https://www.openstreetmap.org/way/1658998813";null;null;null;
V94160_519;1827397874;"https://www.openstreetmap.org/way/1827397874";null;null;null;
V94160_520;1827397956;"https://www.openstreetmap.org/way/1827397956";null;null;null;
V94160_521;1827398051;"https://www.openstreetmap.org/way/1827398051";null;null;null;
V94160_522;1827398073;"https://www.openstreetmap.org/way/1827398073";null;null;null;
V94160_523;1827398109;"https://www.openstreetmap.org/way/1827398109";null;null;null;
V94160_524;1827398183;"https://www.openstreetmap.org/way/1827398183";null;null;null;
V94160_525;1827398184;"https://www.openstreetmap.org/way/1827398184";null;null;null;
V94160_526;1829166809;"https://www.openstreetmap.org/way/1829166809";null;null;null;
V94160_527;1829166810;"https://www.openstreetmap.org/way/1829166810";null;null;null;
V94160_528;2121815222;"https://www.openstreetmap.org/way/2121815222";null;null;null;
V94160_529;2121815227;"https://www.openstreetmap.org/way/2121815227";null;null;null;
V94160_530;2670591277;"https://www.openstreetmap.org/way/2670591277";null;null;null;
V94160_531;2670591281;"https://www.openstreetmap.org/way/2670591281";null;null;null;
V94160_532;2670591288;"https://www.openstreetmap.org/way/2670591288";null;null;null;
V94160_533;2670591293;"https://www.openstreetmap.org/way/2670591293";null;null;null;
V94160_534;2670591296;"https://www.openstreetmap.org/way/2670591296";null;null;null;
V94160_535;2670591298;"https://www.openstreetmap.org/way/2670591298";null;null;null;
V94160_536;2670591301;"https://www.openstreetmap.org/way/2670591301";null;null;null;
V94160_537;2689380469;"https://www.openstreetmap.org/way/2689380469";null;null;null;
V94160_538;2689380472;"https://www.openstreetmap.org/way/2689380472";null;null;null;
V94160_539;2689380474;"https://www.openstreetmap.org/way/2689380474";null;null;null;
V94160_540;2846513229;"https://www.openstreetmap.org/way/2846513229";null;null;null;
V94160_541;3729799311;"https://www.openstreetmap.org/way/3729799311";null;null;null;
V94160_542;3729799312;"https://www.openstreetmap.org/way/3729799312";null;null;null;
V94160_543;4565173235;"https://www.openstreetmap.org/way/4565173235";null;null;null;
V94160_544;4565173236;"https://www.openstreetmap.org/way/4565173236";null;null;null;
V94160_545;4565173237;"https://www.openstreetmap.org/way/4565173237";null;null;null;
V94160_546;4565173238;"https://www.openstreetmap.org/way/4565173238";null;null;null;
V94160_547;4565173239;"https://www.openstreetmap.org/way/4565173239";null;null;null;
V94160_548;4565173241;"https://www.openstreetmap.org/way/4565173241";null;null;null;
V94160_549;5323308322;"https://www.openstreetmap.org/way/5323308322";null;null;null;
V94160_550;5484599405;"https://www.openstreetmap.org/way/5484599405";null;null;null;
V94160_551;5686023015;"https://www.openstreetmap.org/way/5686023015";null;null;null;
V94160_552;5730846606;"https://www.openstreetmap.org/way/5730846606";null;null;null;
V94160_553;5738362151;"https://www.openstreetmap.org/way/5738362151";null;null;null;
V94160_554;5893517829;"https://www.openstreetmap.org/way/5893517829";null;null;null;
V94160_555;6428392619;"https://www.openstreetmap.org/way/6428392619";null;null;null;
V94160_556;6428392620;"https://www.openstreetmap.org/way/6428392620";null;null;null;
V94160_557;6428392621;"https://www.openstreetmap.org/way/6428392621";null;null;null;
V94160_558;6428392622;"https://www.openstreetmap.org/way/6428392622";null;null;null;
V94160_559;6428392623;"https://www.openstreetmap.org/way/6428392623";null;null;null;
V94160_560;6428392624;"https://www.openstreetmap.org/way/6428392624";null;null;null;
V94160_561;6521847180;"https://www.openstreetmap.org/way/6521847180";null;null;null;
V94160_562;6620303251;"https://www.openstreetmap.org/way/6620303251";null;null;null;
V94160_563;6620312484;"https://www.openstreetmap.org/way/6620312484";null;null;null;
V94160_564;6620333780;"https://www.openstreetmap.org/way/6620333780";null;null;null;
V94160_565;6620336924;"https://www.openstreetmap.org/way/6620336924";null;null;null;
V94160_566;6620340777;"https://www.openstreetmap.org/way/6620340777";null;null;null;
V94160_567;6620347719;"https://www.openstreetmap.org/way/6620347719";null;null;null;
V94160_568;6620348829;"https://www.openstreetmap.org/way/6620348829";null;null;null;
V94160_569;6620355527;"https://www.openstreetmap.org/way/6620355527";null;null;null;
V94160_570;6620361089;"https://www.openstreetmap.org/way/6620361089";null;null;null;
V94160_571;6620363839;"https://www.openstreetmap.org/way/6620363839";null;null;null;
V94160_572;6620365085;"https://www.openstreetmap.org/way/6620365085";null;null;null;
V94160_573;6620368299;"https://www.openstreetmap.org/way/6620368299";null;null;null;
V94160_574;7504003847;"https://www.openstreetmap.org/way/7504003847";null;null;null;
V94160_575;7508731932;"https://www.openstreetmap.org/way/7508731932";null;null;null;
V94160_576;7508731933;"https://www.openstreetmap.org/way/7508731933";null;null;null;
V94160_577;7508731934;"https://www.openstreetmap.org/way/7508731934";null;null;null;
V94160_578;7508731936;"https://www.openstreetmap.org/way/7508731936";null;null;null;
V94160_579;7508731937;"https://www.openstreetmap.org/way/7508731937";null;null;null;
V94160_580;7508731944;"https://www.openstreetmap.org/way/7508731944";null;null;null;
V94160_581;7508731947;"https://www.openstreetmap.org/way/7508731947";null;null;null;
V94160_582;7803787066;"https://www.openstreetmap.org/way/7803787066";null;null;null;
V94160_583;7803802144;"https://www.openstreetmap.org/way/7803802144";null;null;null;
V94160_584;7803807982;"https://www.openstreetmap.org/way/7803807982";null;null;null;
V94160_585;7803809513;"https://www.openstreetmap.org/way/7803809513";null;null;null;
V94160_586;7803809691;"https://www.openstreetmap.org/way/7803809691";null;null;null;
V94160_587;7803811845;"https://www.openstreetmap.org/way/7803811845";null;null;null;
V94160_588;7803815665;"https://www.openstreetmap.org/way/7803815665";null;null;null;
V94160_589;7803818310;"https://www.openstreetmap.org/way/7803818310";null;null;null;
V94160_590;7803821199;"https://www.openstreetmap.org/way/7803821199";null;null;null;
V94160_591;7803821200;"https://www.openstreetmap.org/way/7803821200";null;null;null;
V94160_592;7803821834;"https://www.openstreetmap.org/way/7803821834";null;null;null;
V94160_593;7803829491;"https://www.openstreetmap.org/way/7803829491";null;null;null;
V94160_594;8529438282;"https://www.openstreetmap.org/way/8529438282";null;null;null;
V94160_595;9010902038;"https://www.openstreetmap.org/way/9010902038";null;null;null;
V94160_596;9244649924;"https://www.openstreetmap.org/way/9244649924";null;null;null;
V94160_597;9244649925;"https://www.openstreetmap.org/way/9244649925";null;null;null;
V94160_598;17975365;"https://www.openstreetmap.org/way/17975365";null;null;null;
V94160_599;17975366;"https://www.openstreetmap.org/way/17975366";null;null;null;
V94160_600;17975367;"https://www.openstreetmap.org/way/17975367";null;null;null;
V94160_601;243896275;"https://www.openstreetmap.org/way/243896275";null;null;null;
V94160_602;258057165;"https://www.openstreetmap.org/way/258057165";null;null;null;
V94160_603;276661272;"https://www.openstreetmap.org/way/276661272";null;null;null;
V94160_604;1258726745;"https://www.openstreetmap.org/way/1258726745";null;null;null;
V94160_605;1258726759;"https://www.openstreetmap.org/way/1258726759";null;null;null;
V94160_606;2689380482;"https://www.openstreetmap.org/way/2689380482";null;null;null;
V94160_607;2689380483;"https://www.openstreetmap.org/way/2689380483";null;null;null;
V94160_608;5730846608;"https://www.openstreetmap.org/way/5730846608";null;null;null;
V94160_609;5738362150;"https://www.openstreetmap.org/way/5738362150";null;null;null;
V94160_610;9797001159;"https://www.openstreetmap.org/way/9797001159";null;null;null;
V94160_611;17975368;"https://www.openstreetmap.org/way/17975368";null;null;null;
V94160_612;243896323;"https://www.openstreetmap.org/way/243896323";null;null;null;
V94160_613;1425307939;"https://www.openstreetmap.org/way/1425307939";null;null;null;
V94160_614;2521156809;"https://www.openstreetmap.org/way/2521156809";null;null;null;
V94160_615;2521156811;"https://www.openstreetmap.org/way/2521156811";null;null;null;
V94160_616;7612679774;"https://www.openstreetmap.org/way/7612679774";null;null;null;
V94160_617;130040863;"https://www.openstreetmap.org/way/130040863";null;null;null;
V94160_618;130040923;"https://www.openstreetmap.org/way/130040923";null;null;null;
V94160_619;243894703;"https://www.openstreetmap.org/way/243894703";null;null;null;
V94160_620;243894704;"https://www.openstreetmap.org/way/243894704";null;null;null;
V94160_621;243894705;"https://www.openstreetmap.org/way/243894705";null;null;null;
V94160_622;246552603;"https://www.openstreetmap.org/way/246552603";null;null;null;
V94160_623;246553255;"https://www.openstreetmap.org/way/246553255";null;null;null;
V94160_624;246553256;"https://www.openstreetmap.org/way/246553256";null;null;null;
V94160_625;246553257;"https://www.openstreetmap.org/way/246553257";null;null;null;
V94160_626;246553425;"https://www.openstreetmap.org/way/246553425";null;null;null;
V94160_627;247277420;"https://www.openstreetmap.org/way/247277420";null;null;null;
V94160_628;247277421;"https://www.openstreetmap.org/way/247277421";null;null;null;
V94160_629;247277428;"https://www.openstreetmap.org/way/247277428";null;null;null;
V94160_630;247277430;"https://www.openstreetmap.org/way/247277430";null;null;null;
V94160_631;247277431;"https://www.openstreetmap.org/way/247277431";null;null;null;
V94160_632;247533257;"https://www.openstreetmap.org/way/247533257";null;null;null;
V94160_633;249624262;"https://www.openstreetmap.org/way/249624262";null;null;null;
V94160_634;258057164;"https://www.openstreetmap.org/way/258057164";null;null;null;
V94160_635;267104800;"https://www.openstreetmap.org/way/267104800";null;null;null;
V94160_636;267104802;"https://www.openstreetmap.org/way/267104802";null;null;null;
V94160_637;332197619;"https://www.openstreetmap.org/way/332197619";null;null;null;
V94160_638;332199724;"https://www.openstreetmap.org/way/332199724";null;null;null;
V94160_639;332199745;"https://www.openstreetmap.org/way/332199745";null;null;null;
V94160_640;332200152;"https://www.openstreetmap.org/way/332200152";null;null;null;
V94160_641;332200766;"https://www.openstreetmap.org/way/332200766";null;null;null;
V94160_642;332203740;"https://www.openstreetmap.org/way/332203740";null;null;null;
V94160_643;332203755;"https://www.openstreetmap.org/way/332203755";null;null;null;
V94160_644;332204112;"https://www.openstreetmap.org/way/332204112";null;null;null;
V94160_645;332204372;"https://www.openstreetmap.org/way/332204372";null;null;null;
V94160_646;332204374;"https://www.openstreetmap.org/way/332204374";null;null;null;
V94160_647;332204375;"https://www.openstreetmap.org/way/332204375";null;null;null;
V94160_648;332204379;"https://www.openstreetmap.org/way/332204379";null;null;null;
V94160_649;332204380;"https://www.openstreetmap.org/way/332204380";null;null;null;
V94160_650;332204381;"https://www.openstreetmap.org/way/332204381";null;null;null;
V94160_651;360758939;"https://www.openstreetmap.org/way/360758939";null;null;null;
V94160_652;360758942;"https://www.openstreetmap.org/way/360758942";null;null;null;
V94160_653;603135081;"https://www.openstreetmap.org/way/603135081";null;null;null;
V94160_654;632680112;"https://www.openstreetmap.org/way/632680112";null;null;null;
V94160_655;1025182913;"https://www.openstreetmap.org/way/1025182913";null;null;null;
V94160_656;1244401726;"https://www.openstreetmap.org/way/1244401726";null;null;null;
V94160_657;1244401736;"https://www.openstreetmap.org/way/1244401736";null;null;null;
V94160_658;1244401771;"https://www.openstreetmap.org/way/1244401771";null;null;null;
V94160_659;1244401813;"https://www.openstreetmap.org/way/1244401813";null;null;null;
V94160_660;1307770014;"https://www.openstreetmap.org/way/1307770014";null;null;null;
V94160_661;1307770016;"https://www.openstreetmap.org/way/1307770016";null;null;null;
V94160_662;1437838342;"https://www.openstreetmap.org/way/1437838342";null;null;null;
V94160_663;1445368721;"https://www.openstreetmap.org/way/1445368721";null;null;null;
V94160_664;1445368725;"https://www.openstreetmap.org/way/1445368725";null;null;null;
V94160_665;1445368727;"https://www.openstreetmap.org/way/1445368727";null;null;null;
V94160_666;1445368729;"https://www.openstreetmap.org/way/1445368729";null;null;null;
V94160_667;1445368733;"https://www.openstreetmap.org/way/1445368733";null;null;null;
V94160_668;1445368735;"https://www.openstreetmap.org/way/1445368735";null;null;null;
V94160_669;1445368740;"https://www.openstreetmap.org/way/1445368740";null;null;null;
V94160_670;1445368748;"https://www.openstreetmap.org/way/1445368748";null;null;null;
V94160_671;1445368759;"https://www.openstreetmap.org/way/1445368759";null;null;null;
V94160_672;1445368773;"https://www.openstreetmap.org/way/1445368773";null;null;null;
V94160_673;1445368786;"https://www.openstreetmap.org/way/1445368786";null;null;null;
V94160_674;1445368789;"https://www.openstreetmap.org/way/1445368789";null;null;null;
V94160_675;1445368792;"https://www.openstreetmap.org/way/1445368792";null;null;null;
V94160_676;1445371797;"https://www.openstreetmap.org/way/1445371797";null;null;null;
V94160_677;1445371798;"https://www.openstreetmap.org/way/1445371798";null;null;null;
V94160_678;1445371799;"https://www.openstreetmap.org/way/1445371799";null;null;null;
V94160_679;1445371800;"https://www.openstreetmap.org/way/1445371800";null;null;null;
V94160_680;1445371801;"https://www.openstreetmap.org/way/1445371801";null;null;null;
V94160_681;1445371802;"https://www.openstreetmap.org/way/1445371802";null;null;null;
V94160_682;1445371803;"https://www.openstreetmap.org/way/1445371803";null;null;null;
V94160_683;1445371805;"https://www.openstreetmap.org/way/1445371805";null;null;null;
V94160_684;1445371807;"https://www.openstreetmap.org/way/1445371807";null;null;null;
V94160_685;1445371808;"https://www.openstreetmap.org/way/1445371808";null;null;null;
V94160_686;1445371809;"https://www.openstreetmap.org/way/1445371809";null;null;null;
V94160_687;1445371812;"https://www.openstreetmap.org/way/1445371812";null;null;null;
